,Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
1,Ajantha Mendis,4,0,25,0,6.25,10,2,1,0,0,2,598042,6,0
2,Tirumalasetti Suman,2,0,15,1,7.5,4,0,1,0,0,2,598042,6,25
3,Angelo Mathews,2,0,23,0,11.5,3,1,0,2,0,2,598042,6,0
4,Rahul Sharma,4,0,36,0,9,3,2,1,0,0,2,598042,6,0
5,Yuvraj Singh,1,0,15,0,15,0,3,0,0,0,2,598042,6,0
6,Ashok Dinda,4,0,52,2,13,7,6,3,0,0,2,598042,6,44
7,Murali Kartik,4,0,29,2,7.25,7,1,1,0,0,1,598042,6,50
8,RP Singh,4,0,27,1,6.75,10,2,1,2,0,1,598042,6,25
9,Moises Henriques,4,0,44,1,11,7,4,3,0,0,1,598042,6,25
10,Vinay Kumar,4,0,31,3,7.75,9,1,2,1,0,1,598042,6,79
11,Muttiah Muralitharan,3,0,32,0,10.67,8,0,4,1,0,1,598042,6,0
12,Chris Gayle,1,0,5,1,5,4,1,0,0,0,1,598042,6,25
0,Sumit Narwal,2,0,17,0,8.5,6,3,0,2,0,2,598043,6,0
1,Sachithra Senanayake,4,0,26,2,6.5,11,2,1,2,0,2,598043,6,50
2,Iqbal Abdulla,3,0,22,1,7.33,5,1,1,0,0,2,598043,6,25
3,Jacques Kallis,3,0,25,1,8.33,6,2,0,1,1,2,598043,6,25
4,Sunil Narine,4,0,20,1,5,10,2,0,0,0,2,598043,6,25
5,Rajat Bhatia,4,0,21,1,5.25,6,1,0,0,0,2,598043,6,25
6,Ankeet Chavan,3,0,28,1,9.33,6,1,2,1,0,1,598043,6,25
7,James Faulkner,4,0,16,0,4,14,2,0,0,0,1,598043,6,6
8,Shane Watson,3,0,21,1,7,10,3,0,1,0,1,598043,6,25
9,Brad Hogg,3.2,0,31,0,9.3,5,1,2,1,0,1,598043,6,0
10,Siddharth Trivedi,3,0,24,0,8,4,3,0,1,0,1,598043,6,0
11,Stuart Binny,1,0,8,0,8,3,0,1,0,0,1,598043,6,0
0,Dale Steyn,4,0,21,2,5.25,16,2,1,0,0,2,598044,6,50
1,Ishant Sharma,3,1,11,1,3.67,13,1,0,1,0,2,598044,6,43
2,Thisara Perera,3.1,0,11,2,3.47,13,1,0,0,1,2,598044,6,56
3,Daren Sammy,3,0,10,2,3.33,10,0,0,0,0,2,598044,6,56
4,Karn Sharma,2,0,9,1,4.5,5,0,0,0,0,2,598044,6,31
5,Amit Mishra,4,0,16,1,4,11,0,0,0,0,2,598044,6,31
6,Irfan Pathan,1,0,6,0,6,3,1,0,0,0,1,598044,6,0
7,Umesh Yadav,2.5,0,27,0,9.53,7,5,0,1,0,1,598044,6,0
8,Ashish Nehra,2,0,14,1,7,5,2,0,1,0,1,598044,6,25
9,Johan Botha,3,0,11,2,3.67,10,0,0,1,0,1,598044,6,56
10,Jeevan Mendis,3,0,16,1,5.33,8,0,1,0,0,1,598044,6,25
11,Shahbaz Nadeem,2,0,7,0,3.5,6,0,0,0,0,1,598044,6,6
0,Azhar Mahmood,4,0,24,2,6,11,3,0,0,1,2,598045,6,50
1,Sandeep Sharma,4,0,36,0,9,11,5,1,0,1,2,598045,6,0
2,Parvinder Awana,4,0,39,3,9.75,12,3,3,0,1,2,598045,6,79
3,Piyush Chawla,4,0,27,0,6.75,9,2,1,0,0,2,598045,6,0
4,Manpreet Gony,4,0,47,0,11.75,7,2,4,3,0,2,598045,6,0
5,Zaheer Khan,4,0,30,1,7.5,11,3,1,2,0,1,598045,6,25
6,Moises Henriques,2.1,0,29,0,13.38,4,6,0,1,0,1,598045,6,-6
7,Jaydev Unadkat,4,0,34,1,8.5,9,5,0,0,0,1,598045,6,25
8,Muttiah Muralitharan,4,0,44,1,11,7,4,3,0,0,1,598045,6,25
9,Vinay Kumar,4,0,35,0,8.75,5,3,1,1,0,1,598045,6,0
0,Ravindra Jadeja,4,0,29,3,7.25,12,2,2,0,0,2,598046,6,79
1,Mohit Sharma,4,0,20,0,5,16,2,1,1,0,2,598046,6,0
2,Chris Morris,3,0,14,0,4.67,11,1,0,2,0,2,598046,6,6
3,Dwayne Bravo,3,0,19,1,6.33,7,2,0,1,0,2,598046,6,25
4,Ben Laughlin,4,0,46,0,11.5,5,4,2,0,0,2,598046,6,0
5,Ravichandran Ashwin,2,0,11,1,5.5,6,0,1,0,0,2,598046,6,25
6,Mitchell Johnson,3,0,27,3,9,9,3,0,2,0,1,598046,6,79
7,Pawan Suyal,3,0,21,1,7,10,2,1,1,0,1,598046,6,25
8,Harbhajan Singh,4,0,13,1,3.25,13,0,0,0,0,1,598046,6,31
9,Lasith Malinga,3,0,6,2,2,12,0,0,0,0,1,598046,6,56
10,Pragyan Ojha,2.2,0,11,3,4.71,8,1,0,1,0,1,598046,6,85
0,Ajit  Chandila,2,0,23,0,11.5,1,4,0,0,0,2,598047,6,0
1,James Faulkner,4,0,35,1,8.75,11,4,1,2,0,2,598047,6,25
2,Shane Watson,4,0,29,0,7.25,12,5,0,1,0,2,598047,6,0
3,Kevon Cooper,4,0,39,1,9.75,9,2,2,2,0,2,598047,6,25
4,Siddharth Trivedi,4,0,33,1,8.25,10,4,0,1,0,2,598047,6,25
5,Stuart Binny,2,0,19,0,9.5,7,1,2,1,0,2,598047,6,0
6,Bhuvneshwar Kumar,4,0,38,1,9.5,11,5,1,1,0,1,598047,6,25
7,Krishnakant  Upadhyay,3,0,29,0,9.67,7,4,1,1,0,1,598047,6,0
8,Wayne Parnell,3.5,0,27,3,7.04,9,4,0,0,0,1,598047,6,79
9,Rahul Sharma,4,0,38,0,9.5,6,2,2,1,0,1,598047,6,0
10,Yuvraj Singh,2,0,16,0,8,1,1,0,0,0,1,598047,6,0
11,Angelo Mathews,3,0,34,1,11.33,2,4,1,0,0,1,598047,6,25
0,RP Singh,4,0,27,3,6.75,10,3,0,2,0,2,598048,6,79
1,Vinay Kumar,4,0,43,1,10.75,6,2,3,1,1,2,598048,6,25
2,Jaydev Unadkat,4,0,29,0,7.25,6,2,1,0,0,2,598048,6,0
3,Muttiah Muralitharan,4,0,23,1,5.75,10,2,0,0,0,2,598048,6,25
4,Murali Kartik,3,0,21,1,7,6,0,1,1,0,2,598048,6,25
5,Moises Henriques,1,0,18,0,18,1,1,2,0,0,2,598048,6,0
6,Hanuma Vihari,1,0,12,0,12,2,1,1,0,0,1,598048,6,0
7,Dale Steyn,4,0,16,0,4,13,1,0,0,0,1,598048,6,6
8,Ishant Sharma,3.4,0,30,1,8.18,13,5,1,0,0,1,598048,6,25
9,Thisara Perera,3,0,35,1,11.67,5,4,1,2,0,1,598048,6,25
10,Amit Mishra,4,0,42,0,10.5,7,4,2,2,0,1,598048,6,0
11,Ashish Reddy,1,0,12,0,12,2,1,1,0,0,1,598048,6,0
12,Cameron White,1,0,14,1,14,1,1,1,0,0,1,598048,6,25
0,Shaun Tait,3,0,39,0,13,6,7,0,4,0,2,598049,6,-6
1,James Faulkner,4,0,38,1,9.5,7,4,1,1,0,2,598049,6,25
2,Shane Watson,3,0,21,1,7,8,3,0,0,0,2,598049,6,25
3,Stuart Binny,2,0,3,1,1.5,9,0,0,0,0,2,598049,6,31
4,Pravin Tambe,4,0,30,0,7.5,8,4,0,0,0,2,598049,6,0
5,Siddharth Trivedi,4,0,21,1,5.25,13,1,1,0,0,2,598049,6,25
6,Siddarth Kaul,3.5,1,23,1,6,10,3,0,0,0,1,598049,6,37
7,Umesh Yadav,3,0,28,0,9.33,8,3,0,2,0,1,598049,6,0
8,Morne Morkel,4,0,40,0,10,6,2,2,0,0,1,598049,6,0
9,Ajit Agarkar,2,0,22,0,11,3,4,0,0,0,1,598049,6,0
10,Pawan Negi,4,0,28,0,7,3,1,0,2,0,1,598049,6,0
11,Ben Rohrer,1,0,12,0,12,1,2,0,1,0,1,598049,6,0
0,Lakshmipathy Balaji,3,1,7,0,2.33,13,0,0,2,0,2,598050,6,18
1,Ryan McLaren,4,0,60,2,15,8,9,2,2,0,2,598050,6,44
2,Sunil Narine,4,0,29,0,7.25,10,2,1,1,0,2,598050,6,0
3,Jacques Kallis,3,0,21,0,7,5,2,0,1,0,2,598050,6,0
4,Iqbal Abdulla,4,0,30,1,7.5,10,5,0,0,0,2,598050,6,25
5,Rajat Bhatia,2,0,22,1,11,2,2,1,0,0,2,598050,6,25
6,Mitchell Johnson,4,0,13,2,3.25,17,2,0,0,0,1,598050,6,56
7,Abu Nechim,3,0,18,1,6,11,2,1,0,0,1,598050,6,25
8,Pragyan Ojha,4,0,23,2,5.75,12,2,1,0,0,1,598050,6,50
9,Lasith Malinga,3.2,0,15,1,4.5,9,1,0,0,0,1,598050,6,31
10,Harbhajan Singh,4,0,27,3,6.75,11,1,2,0,0,1,598050,6,79
0,Dale Steyn,4,1,17,0,4.25,13,2,0,0,0,2,598051,6,18
1,Ishant Sharma,4,0,66,0,16.5,5,6,5,3,0,2,598051,6,-6
2,Thisara Perera,4,0,45,3,11.25,8,6,1,0,1,2,598051,6,79
3,Karn Sharma,2,0,19,0,9.5,4,0,2,1,0,2,598051,6,0
4,Amit Mishra,4,0,41,0,10.25,3,3,1,0,1,2,598051,6,0
5,Daren Sammy,2,0,33,0,16.5,1,4,1,1,1,2,598051,6,-6
6,Mohit Sharma,4,0,28,2,7,12,3,1,1,0,1,598051,6,50
7,Jason Holder,3,0,28,0,9.33,8,3,1,1,0,1,598051,6,0
8,Ravichandran Ashwin,4,0,23,1,5.75,8,2,0,1,0,1,598051,6,25
9,Suresh Raina,1,0,4,1,4,2,0,0,0,0,1,598051,6,25
10,Chris Morris,2,0,24,1,12,3,1,2,1,0,1,598051,6,19
11,Dwayne Bravo,4,0,25,1,6.25,9,1,1,0,0,1,598051,6,25
12,Ravindra Jadeja,2,0,14,0,7,6,1,1,0,0,1,598051,6,0
0,Ajit  Chandila,4,0,24,1,6,11,1,1,0,0,2,598052,6,25
1,Sreesanth,2,0,18,0,9,6,4,0,0,0,2,598052,6,0
2,James Faulkner,4,0,37,1,9.25,8,4,1,1,0,2,598052,6,25
3,Shane Watson,4,0,19,1,4.75,10,1,0,0,0,2,598052,6,31
4,Siddharth Trivedi,2,0,18,0,9,2,2,0,0,0,2,598052,6,0
5,Kevon Cooper,4,0,23,3,5.75,6,0,0,2,0,2,598052,6,79
6,Praveen Kumar,4,0,27,0,6.75,10,3,0,1,0,1,598052,6,0
7,Bipul Sharma,4,0,21,1,5.25,11,1,1,0,0,1,598052,6,25
8,Parvinder Awana,4,0,39,0,9.75,7,4,1,2,0,1,598052,6,0
9,Piyush Chawla,4,0,27,1,6.75,8,2,1,0,0,1,598052,6,25
10,Manpreet Gony,2,0,22,0,11,4,1,2,0,0,1,598052,6,0
11,Rajagopal Sathish,1,0,10,0,10,0,1,0,0,0,1,598052,6,0
0,Wayne Parnell,4,0,40,0,10,5,4,1,2,0,2,598053,6,0
1,Krishnakant  Upadhyay,2,0,19,0,9.5,3,2,0,1,0,2,598053,6,0
2,Bhuvneshwar Kumar,4,0,25,3,6.25,12,4,0,1,0,2,598053,6,79
3,Parvez Rasool,4,0,23,1,5.75,12,3,0,0,0,2,598053,6,25
4,Angelo Mathews,4,0,31,0,7.75,9,2,1,0,0,2,598053,6,0
5,Mitchell Marsh,2,0,7,2,3.5,6,0,0,0,0,2,598053,6,56
6,Iqbal Abdulla,4,0,26,2,6.5,9,1,1,0,0,1,598053,6,50
7,Lakshmipathy Balaji,3.3,0,19,3,5.43,11,2,0,2,0,1,598053,6,79
8,Jacques Kallis,4,0,27,2,6.75,8,0,2,0,1,1,598053,6,50
9,Sunil Narine,4,0,12,2,3,15,1,0,0,0,1,598053,6,56
10,Ryan ten Doeschate,1,0,3,0,3,3,0,0,0,0,1,598053,6,0
11,Rajat Bhatia,3,0,19,1,6.33,4,0,1,0,0,1,598053,6,25
0,Morne Morkel,4,0,35,0,8.75,10,4,1,0,1,2,598054,6,0
1,Irfan Pathan,4,0,24,1,6,11,3,0,1,0,2,598054,6,25
2,Siddarth Kaul,4,0,36,1,9,5,5,0,0,0,2,598054,6,25
3,Umesh Yadav,4,0,65,0,16.25,2,5,5,1,0,2,598054,6,-6
4,Shahbaz Nadeem,4,0,23,1,5.75,10,2,0,1,0,2,598054,6,25
5,Ravi Rampaul,4,0,35,0,8.75,12,3,2,1,1,1,598054,6,0
6,Moises Henriques,2,0,21,1,10.5,5,3,1,0,0,1,598054,6,25
7,Jaydev Unadkat,4,0,25,5,6.25,13,4,0,1,0,1,598054,6,141
8,Vinay Kumar,4,0,43,1,10.75,5,7,0,1,0,1,598054,6,25
9,Murali Kartik,4,0,21,0,5.25,8,1,0,0,0,1,598054,6,0
10,Jamaluddin Syed Mohammad,1,0,20,0,20,0,4,0,1,0,1,598054,6,0
11,Chris Gayle,1,0,8,0,8,2,1,0,0,0,1,598054,6,0
0,Mitchell Johnson,4,0,8,2,2,16,0,0,0,0,2,598055,6,56
1,Abu Nechim,4,0,27,2,6.75,10,3,0,0,0,2,598055,6,50
2,Lasith Malinga,4,0,27,2,6.75,6,2,0,0,1,2,598055,6,50
3,Pragyan Ojha,3,0,28,0,9.33,6,0,3,0,0,2,598055,6,0
4,Harbhajan Singh,4,0,14,1,3.5,11,0,0,0,0,2,598055,6,31
5,Glenn Maxwell,1,0,5,0,5,2,0,0,0,0,2,598055,6,0
6,Ashok Dinda,4,0,35,2,8.75,10,5,1,0,0,1,598055,6,50
7,Bhuvneshwar Kumar,2,0,12,0,6,6,1,0,2,0,1,598055,6,0
8,Kane Richardson,3.5,0,28,1,7.3,12,3,1,1,0,1,598055,6,25
9,Ajantha Mendis,4,0,15,1,3.75,12,1,0,0,0,1,598055,6,31
10,Yuvraj Singh,4,0,21,1,5.25,11,1,1,0,0,1,598055,6,25
11,Parvez Rasool,1,0,5,0,5,1,0,0,0,0,1,598055,6,0
0,Praveen Kumar,4,0,32,0,8,9,3,1,1,0,2,598056,6,0
1,Parvinder Awana,4,0,35,1,8.75,11,4,2,0,0,2,598056,6,25
2,Harmeet Singh,4,0,39,1,9.75,8,4,2,0,0,2,598056,6,25
3,Sandeep Sharma,4,0,21,3,5.25,13,3,0,0,0,2,598056,6,79
4,Piyush Chawla,4,0,20,1,5,10,0,0,0,0,2,598056,6,25
5,Dale Steyn,4,0,20,2,5,13,2,0,1,0,1,598056,6,50
6,Ishant Sharma,3,0,22,0,7.33,10,4,0,0,0,1,598056,6,0
7,Thisara Perera,4,0,19,1,4.75,12,2,0,0,0,1,598056,6,31
8,Hanuma Vihari,2,0,5,0,2.5,8,0,0,1,0,1,598056,6,6
9,Daren Sammy,4,0,22,4,5.5,12,1,1,0,0,1,598056,6,108
10,Karn Sharma,1,0,6,0,6,3,0,0,0,0,1,598056,6,0
11,Amit Mishra,2,0,20,0,10,5,1,2,0,0,1,598056,6,0
0,Sachithra Senanayake,4,0,18,1,4.5,10,1,0,0,0,2,598057,6,31
1,Lakshmipathy Balaji,4,0,22,2,5.5,12,0,1,1,0,2,598057,6,50
2,Sunil Narine,4,0,22,4,5.5,11,2,0,0,0,2,598057,6,108
3,Jacques Kallis,4,0,17,2,4.25,10,0,0,0,0,2,598057,6,56
4,Ryan ten Doeschate,1,0,14,0,14,1,1,1,0,0,2,598057,6,0
5,Yusuf Pathan,1,0,6,0,6,1,0,0,0,0,2,598057,6,0
6,Rajat Bhatia,2,0,14,0,7,1,1,0,0,0,2,598057,6,0
7,Ravi Rampaul,4,1,17,1,4.25,14,1,0,2,0,1,598057,6,43
8,Abhimanyu Mithun,4,0,37,1,9.25,9,6,0,1,0,1,598057,6,25
9,Jaydev Unadkat,4,0,27,0,6.75,10,4,0,0,0,1,598057,6,0
10,Vinay Kumar,3.2,0,17,2,5.1,11,1,0,1,0,1,598057,6,50
11,Murali Kartik,4,0,17,1,4.25,15,1,1,0,0,1,598057,6,31
0,Zaheer Khan,4,0,23,1,5.75,11,0,1,3,0,2,729279,7,25
1,Lasith Malinga,4,0,23,4,5.75,11,1,1,1,0,2,729279,7,108
2,Corey Anderson,3,0,33,0,11,5,5,1,0,0,2,729279,7,0
3,Pragyan Ojha,4,0,36,0,9,7,2,2,0,0,2,729279,7,0
4,Harbhajan Singh,3,0,25,0,8.33,5,3,0,0,0,2,729279,7,0
5,Kieron Pollard,2,0,19,0,9.5,4,3,0,0,0,2,729279,7,0
6,Vinay Kumar,2,0,15,0,7.5,5,2,0,0,0,1,729279,7,0
7,Morne Morkel,4,0,16,1,4,16,1,1,0,0,1,729279,7,31
8,Sunil Narine,4,0,20,4,5,14,1,1,0,0,1,729279,7,108
9,Shakib Al Hasan,4,0,29,1,7.25,7,2,0,0,0,1,729279,7,25
10,Jacques Kallis,3,0,23,0,7.67,4,1,0,0,0,1,729279,7,0
11,Piyush Chawla,3,0,15,1,5,7,0,0,1,0,1,729279,7,25
0,Mitchell Starc,4,0,33,1,8.25,10,3,1,1,1,2,729281,7,25
1,Albie Morkel,3,0,18,1,6,7,2,0,0,0,2,729281,7,25
2,Varun Aaron,3,1,9,1,3,12,0,0,2,0,2,729281,7,43
3,Yuzvendra Chahal,4,0,18,1,4.5,11,0,0,1,0,2,729281,7,31
4,Ashok Dinda,4,0,51,0,12.75,2,4,2,1,0,2,729281,7,-6
5,Yuvraj Singh,2,0,16,0,8,1,0,1,0,0,2,729281,7,0
6,Jean-Paul Duminy,2,0,10,0,5,6,1,0,0,0,1,729281,7,0
7,Mohammed Shami,4,0,30,1,7.5,14,4,1,2,0,1,729281,7,25
8,Wayne Parnell,3,0,19,0,6.33,9,3,0,0,0,1,729281,7,0
9,Shahbaz Nadeem,2.4,0,32,0,12,4,2,2,1,1,1,729281,7,-6
10,Rahul Sharma,3,0,33,1,11,5,0,4,0,0,1,729281,7,25
11,James Neesham,2,0,22,0,11,3,1,2,0,0,1,729281,7,0
0,Axar Patel,4,0,34,1,8.5,9,2,1,3,0,2,729283,7,25
1,Parvinder Awana,3,0,35,1,11.67,5,4,1,2,0,2,729283,7,25
2,Mitchell Johnson,4,0,47,0,11.75,7,3,3,0,1,2,729283,7,0
3,Lakshmipathy Balaji,4,0,43,2,10.75,7,4,2,2,0,2,729283,7,50
4,Rishi Dhawan,3,0,21,0,7,5,1,1,0,0,2,729283,7,0
5,Glenn Maxwell,2,0,23,0,11.5,3,1,2,0,0,2,729283,7,0
6,Ashish Nehra,3,0,24,1,8,6,4,0,0,0,1,729283,7,25
7,Mohit Sharma,2.5,0,35,0,12.35,5,7,0,0,0,1,729283,7,-6
8,Ravichandran Ashwin,4,0,41,2,10.25,6,5,0,4,0,1,729283,7,50
9,Pawan Negi,3,0,37,0,12.33,5,3,2,1,0,1,729283,7,-6
10,Ravindra Jadeja,4,0,43,0,10.75,7,4,2,0,0,1,729283,7,0
11,Dwayne Smith,2,0,25,1,12.5,2,3,1,0,0,1,729283,7,19
0,Dhawal Kulkarni,4,0,23,2,5.75,12,1,1,1,0,2,729285,7,50
1,Kane Richardson,4,0,25,2,6.25,10,1,0,2,0,2,729285,7,50
2,James Faulkner,3,0,27,0,9,4,2,0,1,0,2,729285,7,0
3,Pravin Tambe,4,0,23,0,5.75,8,0,1,1,0,2,729285,7,0
4,Rajat Bhatia,4,0,22,2,5.5,7,1,0,0,0,2,729285,7,50
5,Stuart Binny,1,0,7,0,7,2,1,0,0,0,2,729285,7,0
6,Dale Steyn,4,0,29,2,7.25,11,5,0,0,0,1,729285,7,50
7,Bhuvneshwar Kumar,3.3,0,21,1,6,10,3,0,0,0,1,729285,7,25
8,Ishant Sharma,4,0,29,1,7.25,9,3,0,1,0,1,729285,7,25
9,Daren Sammy,2,0,19,0,9.5,3,1,1,1,0,1,729285,7,0
10,Amit Mishra,4,0,26,2,6.5,9,2,0,0,0,1,729285,7,50
11,Karn Sharma,2,0,8,0,4,5,0,0,0,0,1,729285,7,6
0,Mitchell Starc,4,0,21,2,5.25,12,2,0,0,0,2,729287,7,50
1,Albie Morkel,3,0,23,1,7.67,10,3,0,1,1,2,729287,7,25
2,Varun Aaron,4,0,30,2,7.5,8,3,0,1,0,2,729287,7,50
3,Yuzvendra Chahal,4,0,17,2,4.25,9,0,0,0,0,2,729287,7,56
4,Ashok Dinda,4,0,14,1,3.5,12,0,0,0,0,2,729287,7,31
5,Yuvraj Singh,1,0,6,0,6,1,0,0,1,0,2,729287,7,0
6,Zaheer Khan,4,0,21,2,5.25,12,2,0,1,0,1,729287,7,50
7,Harbhajan Singh,4,0,14,0,3.5,13,0,0,0,0,1,729287,7,6
8,Lasith Malinga,3.3,0,29,1,8.29,9,5,0,0,0,1,729287,7,25
9,Jasprit Bumrah,2,0,14,0,7,4,0,1,0,0,1,729287,7,0
10,Pragyan Ojha,4,0,37,0,9.25,5,5,0,0,0,1,729287,7,0
0,Mohammed Shami,4,0,33,1,8.25,10,2,0,5,0,2,729289,7,25
1,Nathan Coulter-Nile,4,0,27,2,6.75,12,4,0,1,1,2,729289,7,50
2,Jaydev Unadkat,4,0,25,1,6.25,4,1,0,0,0,2,729289,7,25
3,James Neesham,2,0,26,0,13,2,3,1,2,0,2,729289,7,-6
4,Shahbaz Nadeem,3,0,29,1,9.67,5,3,1,0,0,2,729289,7,25
5,Jean-Paul Duminy,3,0,25,0,8.33,3,3,0,0,0,2,729289,7,0
6,Vinay Kumar,4,0,35,0,8.75,7,4,0,0,0,1,729289,7,0
7,Morne Morkel,4,0,41,2,10.25,10,3,2,2,0,1,729289,7,50
8,Shakib Al Hasan,3,0,25,0,8.33,5,3,0,1,0,1,729289,7,0
9,Jacques Kallis,2,0,15,1,7.5,5,1,1,0,0,1,729289,7,25
10,Piyush Chawla,2.3,0,27,1,10.8,6,1,3,0,0,1,729289,7,25
11,Sunil Narine,4,0,18,1,4.5,11,1,0,0,0,1,729289,7,31
0,Axar Patel,4,0,22,1,5.5,14,4,0,0,0,2,729291,7,25
1,Mitchell Johnson,4,0,29,1,7.25,14,3,1,0,1,2,729291,7,25
2,Parvinder Awana,4,0,40,1,10,9,2,3,1,0,2,729291,7,25
3,Lakshmipathy Balaji,4,0,46,0,11.5,7,6,2,0,0,2,729291,7,0
4,Murali Kartik,4,0,51,1,12.75,5,2,4,1,0,2,729291,7,19
5,Kane Richardson,3,0,25,1,8.33,5,2,1,1,0,1,729291,7,25
6,Dhawal Kulkarni,4,0,50,1,12.5,11,5,4,1,0,1,729291,7,19
7,James Faulkner,3.4,0,45,1,12.27,3,1,3,1,0,1,729291,7,19
8,Pravin Tambe,4,0,26,0,6.5,8,0,2,0,0,1,729291,7,0
9,Rajat Bhatia,3,0,38,0,12.67,3,3,2,1,0,1,729291,7,-6
10,Stuart Binny,1,0,4,0,4,4,0,0,0,0,1,729291,7,0
0,Jean-Paul Duminy,4,0,26,0,6.5,6,1,0,1,0,2,729293,7,0
1,Mohammed Shami,4,0,45,1,11.25,8,4,2,1,0,2,729293,7,25
2,Shahbaz Nadeem,3,0,29,1,9.67,2,1,1,0,0,2,729293,7,25
3,Jaydev Unadkat,4,0,32,3,8,10,2,2,0,0,2,729293,7,79
4,James Neesham,4,0,29,1,7.25,8,3,0,1,0,2,729293,7,25
5,Murali Vijay,1,0,13,0,13,2,3,0,0,0,2,729293,7,0
6,Ishwar Pandey,4,0,23,2,5.75,13,2,0,0,0,1,729293,7,50
7,Ben Hilfenhaus,2,0,9,1,4.5,7,1,0,0,0,1,729293,7,31
8,Mohit Sharma,3,0,17,1,5.67,6,1,0,0,0,1,729293,7,25
9,Dwayne Smith,2,0,14,1,7,4,1,0,1,0,1,729293,7,25
10,Ravindra Jadeja,2.4,0,18,2,6.75,6,2,0,0,0,1,729293,7,50
11,Ravichandran Ashwin,2,0,3,2,1.5,10,0,0,1,0,1,729293,7,56
0,Dale Steyn,4,0,26,0,6.5,12,4,0,1,0,2,729295,7,0
1,Bhuvneshwar Kumar,4,0,19,3,4.75,15,1,1,0,0,2,729295,7,85
2,Irfan Pathan,2,0,28,0,14,3,3,2,0,0,2,729295,7,-6
3,Karn Sharma,4,0,37,0,9.25,11,4,2,1,0,2,729295,7,0
4,Amit Mishra,4,0,56,2,14,6,0,7,1,0,2,729295,7,44
5,Daren Sammy,2,0,22,1,11,4,2,1,0,1,2,729295,7,25
6,Sandeep Sharma,4,0,26,1,6.5,10,1,1,1,0,1,729295,7,25
7,Mitchell Johnson,4,0,26,2,6.5,12,2,1,0,2,1,729295,7,50
8,Lakshmipathy Balaji,4,0,13,4,3.25,13,0,0,1,0,1,729295,7,114
9,Rishi Dhawan,2.2,0,23,1,9.86,2,3,0,1,0,1,729295,7,25
10,Axar Patel,4,0,20,2,5,11,0,1,0,0,1,729295,7,50
11,Glenn Maxwell,1,0,10,0,10,1,0,1,0,0,1,729295,7,0
0,Dhawal Kulkarni,3,0,18,0,6,11,2,0,4,0,2,729297,7,0
1,Tim Southee,4,0,27,0,6.75,10,1,1,1,0,2,729297,7,0
2,James Faulkner,3,0,38,1,12.67,3,5,1,1,0,2,729297,7,19
3,Pravin Tambe,4,0,27,1,6.75,12,2,0,1,0,2,729297,7,25
4,Stuart Binny,1,0,10,1,10,1,0,1,0,0,2,729297,7,25
5,Rajat Bhatia,4,0,13,2,3.25,11,0,0,0,0,2,729297,7,56
6,Shane Watson,1,0,5,0,5,1,0,0,0,0,2,729297,7,0
7,Ben Hilfenhaus,4,0,32,1,8,11,2,2,1,0,1,729297,7,25
8,Ishwar Pandey,4,1,22,1,5.5,14,3,0,0,0,1,729297,7,37
9,Ravichandran Ashwin,3.5,0,27,1,7.04,9,0,2,1,0,1,729297,7,25
10,Ravindra Jadeja,4,0,33,4,8.25,9,2,2,0,0,1,729297,7,108
11,Suresh Raina,2,0,6,0,3,6,0,0,0,0,1,729297,7,6
12,Mohit Sharma,2,0,13,1,6.5,4,0,0,0,0,1,729297,7,25
0,Mitchell Starc,4,0,33,2,8.25,10,1,2,1,0,2,729299,7,50
1,Albie Morkel,2,0,21,1,10.5,4,4,0,1,0,2,729299,7,25
2,Varun Aaron,4,0,16,3,4,13,1,0,1,0,2,729299,7,85
3,Muttiah Muralitharan,2,0,25,0,12.5,2,0,3,0,0,2,729299,7,-6
4,Yuzvendra Chahal,4,0,26,1,6.5,7,0,1,0,0,2,729299,7,25
5,Ashok Dinda,4,0,26,0,6.5,5,1,0,1,0,2,729299,7,0
6,Umesh Yadav,4,0,40,1,10,9,5,1,1,1,1,729299,7,25
7,Morne Morkel,4,0,34,0,8.5,11,6,0,0,0,1,729299,7,0
8,Sunil Narine,4,0,17,1,4.25,14,1,0,0,0,1,729299,7,31
9,Vinay Kumar,4,0,26,2,6.5,7,2,0,1,0,1,729299,7,50
10,Jacques Kallis,4,0,26,1,6.5,10,4,0,0,0,1,729299,7,25
0,Shahbaz Nadeem,4,0,24,1,6,12,1,1,1,0,2,729301,7,25
1,Mohammed Shami,4,0,36,0,9,8,4,1,1,0,2,729301,7,0
2,Wayne Parnell,4,0,38,0,9.5,8,5,1,0,0,2,729301,7,0
3,Jaydev Unadkat,4,0,43,0,10.75,4,4,2,0,0,2,729301,7,0
4,Jean-Paul Duminy,2,0,19,0,9.5,3,0,2,0,0,2,729301,7,0
5,Laxmi Shukla,2,0,21,0,10.5,5,2,1,0,0,2,729301,7,0
6,Bhuvneshwar Kumar,4,0,40,0,10,7,5,1,1,0,1,729301,7,0
7,Dale Steyn,4,0,33,2,8.25,8,4,1,0,0,1,729301,7,50
8,Venugopal Rao,1,0,9,0,9,1,1,0,0,0,1,729301,7,0
9,Karn Sharma,4,0,23,1,5.75,11,3,0,1,0,1,729301,7,25
10,Daren Sammy,3,0,34,1,11.33,5,5,1,0,0,1,729301,7,25
11,Amit Mishra,4,0,38,0,9.5,6,0,3,0,1,1,729301,7,0
